date,P_mix,T_max,T_min,Q
1988-11-21,5.2,-2.0,-11.5,0.8478084331077564
1988-11-22,1.2,-9.8,-16.6,0.7938365434669441
1988-11-23,0.0,-5.0,-16.8,0.8073295158771472
1988-11-24,0.0,-3.2,-12.5,0.7825923997917752
1988-11-25,0.0,1.0,-8.5,0.7758459135866737
1988-11-26,0.0,5.0,-2.6,0.7578552837064031
1988-11-27,0.0,4.0,-2.0,0.7578552837064031
1988-11-28,0.0,6.5,-3.2,0.7443623112961999
1988-11-29,7.3,5.1,0.3,0.7758459135866737
1988-11-30,1.1,5.5,1.5,1.142404997397189
1988-12-01,0.0,2.2,-0.5,1.0569495054659033
1988-12-02,11.8,0.0,-1.0,0.9804893284747529
1988-12-03,0.6,1.1,-2.1,1.0052264445601249
1988-12-04,27.5,5.2,-5.0,1.1244143675169183
1988-12-05,17.6,7.0,2.0,5.014888079125456
1988-12-06,10.2,-4.5,-6.5,3.2158250910983868
1988-12-07,8.6,-6.0,-10.5,1.9519833420093697
1988-12-08,2.8,-4.0,-11.5,1.4887246225923998
1988-12-09,9.7,-1.0,-10.5,1.3178136387298283
1988-12-10,23.6,1.1,-5.0,1.3897761582509107
1988-12-11,0.0,3.1,-2.8,1.499968766267569
1988-12-12,15.3,-1.0,-5.1,1.3785320145757418
1988-12-13,0.0,-3.1,-9.5,1.2368558042686102
1988-12-14,0.7,2.0,-9.0,1.1536491410723582
1988-12-15,0.1,-2.0,-4.9,1.1064237376366475
1988-12-16,0.0,-4.2,-10.3,1.0254659031754292
1988-12-17,0.0,-2.9,-10.7,0.9535033836543467
1988-12-18,0.0,1.6,-9.5,0.9175221238938053
1988-12-19,27.8,3.0,-8.0,0.9332639250390423
1988-12-20,3.0,-4.0,-8.5,0.9894846434148881
1988-12-21,0.0,1.5,-11.5,0.9175221238938053
1988-12-22,0.0,5.9,-1.1,0.90852680895367
1988-12-23,0.0,7.5,0.7,0.9602498698594483
1988-12-24,0.0,2.5,-1.5,1.0052264445601249
1988-12-25,0.0,6.1,-2.5,0.9737428422696514
1988-12-26,0.0,4.8,-0.1,0.9445080687142113
1988-12-27,0.0,5.4,-1.0,0.9265174388339408
1988-12-28,0.0,5.6,-2.5,0.9017803227485685
1988-12-29,0.0,8.0,-1.1,0.8995314940135346
1988-12-30,0.0,7.0,0.0,0.9017803227485685
1988-12-31,0.0,5.6,-0.5,0.881540864133264
1989-01-01,0.0,5.2,-0.9,0.852306090577824
1989-01-02,0.0,4.1,-2.7,0.825320145757418
1989-01-03,0.0,3.8,-4.0,0.8140760020822491
1989-01-04,0.0,4.8,-3.5,0.8073295158771472
1989-01-05,3.6,-1.5,-7.3,0.798334200937012
1989-01-06,2.5,1.0,-7.7,0.8050806871421136
1989-01-07,0.0,2.2,-4.5,0.7893388859968767
1989-01-08,0.0,6.0,-1.6,0.7803435710567415
1989-01-09,0.0,11.0,1.4,0.7825923997917752
1989-01-10,0.0,6.6,0.0,0.7960853722019782
1989-01-11,0.0,3.5,-3.2,0.784841228526809
1989-01-12,0.6,3.5,-2.8,0.7803435710567415
1989-01-13,0.1,2.5,-2.3,0.7735970848516398
1989-01-14,0.0,6.8,-2.5,0.7578552837064031
1989-01-15,0.0,5.3,-2.5,0.7488599687662676
1989-01-16,0.0,7.7,0.1,0.7443623112961999
1989-01-17,0.0,6.2,-1.9,0.7466111400312337
1989-01-18,0.0,3.5,-3.0,0.7308693388859968
1989-01-19,0.0,5.3,-2.6,0.717376366475794
1989-01-20,0.0,5.4,-2.9,0.7106298802706925
1989-01-21,1.9,2.2,-4.5,0.7083810515356586
1989-01-22,0.6,-1.8,-6.2,0.7061322228006247
1989-01-23,0.0,0.2,-9.5,0.688141592920354
1989-01-24,0.0,2.9,-5.5,0.6813951067152524
1989-01-25,0.0,3.5,-4.1,0.728620510150963
1989-01-26,0.0,4.5,-3.5,0.728620510150963
1989-01-27,0.0,5.0,-3.5,0.7218740239458615
1989-01-28,0.0,5.6,-2.0,0.7196251952108278
1989-01-29,0.0,6.2,-2.6,0.7218740239458615
1989-01-30,0.0,7.1,-2.4,0.7241228526808956
1989-01-31,0.0,8.2,-0.1,0.7196251952108278
1989-02-01,0.0,8.5,0.5,0.7308693388859968
1989-02-02,0.0,7.2,-1.6,0.7353669963560645
1989-02-03,0.0,5.1,-2.1,0.7331181676210307
1989-02-04,0.0,3.6,-3.5,0.7241228526808956
1989-02-05,0.0,3.0,-5.0,0.7196251952108278
1989-02-06,0.0,4.1,-3.9,0.7241228526808956
1989-02-07,0.0,7.2,-1.5,0.728620510150963
1989-02-08,0.0,8.4,-0.9,0.7443623112961999
1989-02-09,0.0,7.0,-1.0,0.7556064549713691
1989-02-10,0.0,4.8,-3.0,0.771348256116606
1989-02-11,0.0,5.0,-3.8,0.7533576262363353
1989-02-12,6.3,3.5,-4.5,0.7488599687662676
1989-02-13,4.8,0.0,-3.6,0.771348256116606
1989-02-14,16.2,-2.5,-6.2,0.7578552837064031
1989-02-15,0.0,2.8,-10.5,0.7511087975013013
1989-02-16,6.8,2.9,-3.0,0.7511087975013013
1989-02-17,0.0,3.5,-5.5,0.7443623112961999
1989-02-18,11.4,6.4,-1.5,0.7623529411764706
1989-02-19,0.0,7.5,1.9,1.0524518479958351
1989-02-20,0.2,7.0,1.7,1.0254659031754292
1989-02-21,6.0,5.0,2.4,1.1086725663716812
1989-02-22,0.1,4.0,0.6,1.4010203019260803
1989-02-23,0.3,6.5,-1.5,1.2593440916189487
1989-02-24,1.4,4.3,-2.2,1.1356585111920874
1989-02-25,1.6,3.4,-3.1,1.0636959916710047
1989-02-26,0.4,-0.3,-4.9,0.9939823008849558
1989-02-27,4.9,-2.5,-6.0,0.9265174388339408
1989-02-28,4.3,0.3,-5.9,0.8882873503383655
1989-03-01,0.1,0.3,-6.5,0.852306090577824
1989-03-02,8.3,1.8,-5.1,0.8208224882873503
1989-03-03,19.6,1.6,-4.9,0.8995314940135346
1989-03-04,0.2,2.5,-2.8,0.9692451847995834
1989-03-05,0.0,8.5,-4.8,0.9377615825091099
1989-03-06,0.0,9.2,0.7,0.9984799583550237
1989-03-07,4.2,9.5,1.2,1.0794377928162417
1989-03-08,2.2,0.0,-5.4,1.1491514836022905
1989-03-09,0.0,2.0,-9.1,1.0254659031754292
1989-03-10,0.0,9.5,-3.2,1.0052264445601249
1989-03-11,0.0,11.5,2.7,1.1041749089016137
1989-03-12,0.0,12.2,3.6,1.2795835502342534
1989-03-13,11.0,11.1,0.5,1.5224570536179074
1989-03-14,0.2,1.5,-6.5,2.0059552316501827
1989-03-15,12.2,5.2,-4.0,1.9160020822488288
1989-03-16,0.5,5.9,1.8,2.293805309734513
1989-03-17,10.6,5.5,-0.5,2.093659552316502
1989-03-18,1.7,-1.5,-3.3,1.8890161374284227
1989-03-19,0.0,1.0,-9.0,1.6461426340447687
1989-03-20,4.5,5.9,-2.9,1.585424258198855
1989-03-21,2.2,1.9,-6.7,1.583175429463821
1989-03-22,0.5,7.0,-2.1,1.5022175950026027
1989-03-23,4.0,0.7,-3.5,1.513461738677772
1989-03-24,0.4,3.3,-8.5,1.4077667881311813
1989-03-25,0.0,8.5,-3.0,1.365039042165539
1989-03-26,0.0,12.5,-0.5,1.4482457053617912
1989-03-27,0.0,15.1,3.5,1.688870380010411
1989-03-28,0.0,15.0,4.0,1.9857157730348773
1989-03-29,0.0,13.6,4.0,2.3612701717855282
1989-03-30,0.0,15.0,4.3,2.6761061946902656
1989-03-31,0.0,14.6,4.2,2.8335242061426342
1989-04-01,7.7,8.2,1.6,2.9234773555439872
1989-04-02,0.0,9.2,1.1,2.766059344091619
1989-04-03,0.0,8.5,0.8,2.5636647579385734
1989-04-04,49.0,6.5,1.2,2.33878188443519
1989-04-05,11.3,1.5,-1.9,2.6761061946902656
1989-04-06,2.1,0.4,-3.5,2.3612701717855282
1989-04-07,0.0,5.7,-3.6,2.2713170223841748
1989-04-08,2.8,8.0,-0.5,2.3162935970848517
1989-04-09,0.0,10.1,-1.9,2.586153045288912
1989-04-10,0.0,11.5,4.2,2.698594482040604
1989-04-11,0.0,12.0,2.4,2.945965642894326
1989-04-12,30.9,11.9,3.6,3.17084851639771
1989-04-13,26.7,-0.8,-2.0,3.260801665799063
1989-04-14,21.1,0.0,-2.3,2.7885476314419573
1989-04-15,0.5,2.5,-2.2,2.8560124934929725
1989-04-16,15.0,5.5,-2.9,2.8335242061426342
1989-04-17,11.4,0.9,-2.1,3.013430504945341
1989-04-18,1.8,1.9,-1.1,2.811035918792296
1989-04-19,0.5,4.0,-2.9,2.5636647579385734
1989-04-20,1.7,7.2,-0.6,2.6311296199895886
1989-04-21,14.4,2.6,-1.9,3.0359187922956794
1989-04-22,0.6,-0.5,-5.6,2.7885476314419573
1989-04-23,0.0,6.5,-5.2,2.5411764705882356
1989-04-24,0.0,10.2,-1.0,2.8560124934929725
1989-04-25,0.1,8.8,1.5,2.9909422175950025
1989-04-26,11.7,10.2,4.1,3.283289953149401
1989-04-27,3.2,-2.0,-5.0,3.373243102550755
1989-04-28,2.4,-2.2,-6.3,2.698594482040604
1989-04-29,0.2,-3.2,-4.5,2.3612701717855282
1989-04-30,0.7,-1.0,-4.6,2.17461738677772
1989-05-01,0.0,2.9,-4.2,2.1251431546069757
1989-05-02,0.0,10.2,-0.9,2.1723685580426864
1989-05-03,0.0,13.0,-2.1,2.945965642894326
1989-05-04,0.0,15.4,2.4,3.9804268610098905
1989-05-05,0.0,13.3,3.5,4.902446642373764
1989-05-06,4.0,14.3,4.9,5.824466423737636
1989-05-07,0.0,10.8,1.0,6.386673607496096
1989-05-08,0.0,16.6,1.1,5.891931285788652
1989-05-09,0.1,16.8,4.5,6.094325871941697
1989-05-10,10.0,10.9,6.1,6.589068193649141
1989-05-11,2.0,10.6,4.5,7.533576262363352
1989-05-12,3.8,9.6,3.5,7.038833940655909
1989-05-13,10.5,5.5,2.8,6.274232170744404
1989-05-14,11.0,4.7,0.1,5.891931285788652
1989-05-15,0.2,6.1,-2.0,4.9249349297241025
1989-05-16,0.0,10.9,1.0,4.475169182717335
1989-05-17,0.0,13.6,2.5,4.700052056220718
1989-05-18,2.1,15.9,8.0,5.734513274336284
1989-05-19,0.0,15.7,5.0,7.601041124414366
1989-05-20,0.3,16.5,5.5,7.938365434669443
1989-05-21,0.0,17.1,5.9,8.38813118167621
1989-05-22,0.4,17.8,6.8,8.65799062988027
1989-05-23,4.6,17.4,7.6,9.040291514836023
1989-05-24,0.0,18.5,6.5,9.062779802186363
1989-05-25,0.5,17.6,7.0,8.613014055179594
1989-05-26,6.0,14.8,6.5,8.028318584070796
1989-05-27,0.2,16.1,5.7,7.870900572618428
1989-05-28,4.5,13.5,5.3,7.443623112961999
1989-05-29,6.5,12.6,4.6,7.218740239458615
1989-05-30,10.4,13.5,4.9,7.668505986465383
1989-05-31,1.4,10.2,5.5,8.028318584070796
1989-06-01,10.2,11.0,3.8,7.016345653305571
1989-06-02,5.4,8.3,3.1,6.723997917751172
1989-06-03,8.5,2.5,1.8,6.0493492972410206
1989-06-04,11.4,6.6,-0.9,5.172306090577824
1989-06-05,3.5,3.2,-0.5,4.947423217074441
1989-06-06,2.2,6.5,-2.3,4.340239458615305
1989-06-07,2.8,6.0,1.0,4.002915148360229
1989-06-08,0.0,8.6,0.5,3.6206142634044776
1989-06-09,0.0,14.0,1.2,3.6880791254554914
1989-06-10,8.2,15.5,4.4,4.40770432066632
1989-06-11,0.0,15.2,5.0,5.712024986985945
1989-06-12,0.0,15.0,4.3,5.936907860489328
1989-06-13,2.1,17.2,5.2,6.094325871941697
1989-06-14,0.0,16.0,5.5,6.903904216553879
1989-06-15,0.0,16.6,6.0,7.016345653305571
1989-06-16,0.0,15.6,5.1,6.768974492451848
1989-06-17,0.0,14.4,4.3,6.34169703279542
1989-06-18,0.0,16.8,5.0,6.454138469547111
1989-06-19,0.0,17.8,6.5,6.9938573659552326
1989-06-20,0.0,18.2,6.9,7.376158250910983
1989-06-21,0.3,19.9,7.0,7.623529411764706
1989-06-22,11.5,17.5,8.6,8.433107756376886
1989-06-23,5.1,7.6,2.0,7.7359708485163985
1989-06-24,0.0,15.0,5.1,6.0493492972410206
1989-06-25,0.9,18.9,6.6,6.656533055700156
1989-06-26,5.5,20.9,8.5,7.803435710567413
1989-06-27,6.9,18.3,8.5,8.500572618427903
1989-06-28,0.7,10.2,5.0,8.54554919312858
1989-06-29,6.8,11.9,5.1,6.679021343050494
1989-06-30,2.9,13.5,6.4,7.421134825611661
1989-07-01,32.9,15.9,7.2,8.005830296720458
1989-07-02,18.0,9.9,6.5,15.539406559083812
1989-07-03,6.0,7.5,5.8,10.591983342009371
1989-07-04,1.6,14.5,6.1,8.343154606975533
1989-07-05,0.0,19.5,6.8,8.275689744924518
1989-07-06,2.8,23.1,9.8,9.894846434148882
1989-07-07,12.4,18.2,12.0,12.728370640291516
1989-07-08,3.6,16.1,8.7,12.728370640291516
1989-07-09,3.8,15.1,10.9,11.0192608016658
1989-07-10,5.1,16.0,10.5,10.99677251431546
1989-07-11,8.9,14.3,9.4,9.782404997397188
1989-07-12,0.5,14.4,9.3,10.389588755856325
1989-07-13,0.1,17.0,7.5,8.882873503383655
1989-07-14,0.8,14.5,9.5,8.25320145757418
1989-07-15,0.0,15.7,4.0,7.061322228006247
1989-07-16,0.1,17.2,5.2,7.038833940655909
1989-07-17,0.7,15.0,7.5,6.926392503904217
1989-07-18,0.0,14.8,5.4,6.319208745445081
1989-07-19,0.0,17.5,6.0,6.476626756897449
1989-07-20,0.0,20.0,7.5,7.218740239458615
1989-07-21,0.0,23.2,10.0,8.433107756376886
1989-07-22,15.7,22.5,12.8,12.705882352941176
1989-07-23,10.5,22.5,12.8,14.572410203019261
1989-07-24,14.5,21.5,11.5,14.45996876626757
1989-07-25,21.4,18.2,9.4,13.942738157209787
1989-07-26,0.0,17.1,8.9,16.731285788651746
1989-07-27,27.1,18.6,8.0,11.941280583029673
1989-07-28,0.0,17.1,7.2,14.707339927121295
1989-07-29,0.0,19.4,7.0,10.457053617907341
1989-07-30,0.0,20.0,10.0,10.097241020301926
1989-07-31,33.3,11.9,7.5,13.358042686100989
1989-08-01,10.3,7.1,2.6,10.951795939614783
1989-08-02,0.0,11.5,1.2,7.601041124414366
1989-08-03,0.0,12.5,1.9,6.521603331598126
1989-08-04,0.0,17.6,6.0,6.589068193649141
1989-08-05,6.5,18.5,8.3,7.061322228006247
1989-08-06,2.2,17.1,9.2,8.208224882873504
1989-08-07,9.3,19.5,9.8,8.185736595523165
1989-08-08,40.1,16.5,9.2,16.191566892243625
1989-08-09,0.0,13.0,7.9,16.866215512753772
1989-08-10,12.8,16.7,6.5,10.277147319104634
1989-08-11,0.3,17.9,8.6,11.446538261322228
1989-08-12,0.0,18.9,9.5,10.29963560645497
1989-08-13,0.5,19.7,9.0,10.61447162935971
1989-08-14,12.1,18.9,11.1,12.391046330036438
1989-08-15,0.0,22.5,9.1,12.323581467985425
1989-08-16,22.7,24.0,10.2,11.918792295679333
1989-08-17,5.7,16.9,7.1,17.76574700676731
1989-08-18,0.1,15.4,8.8,12.68339406559084
1989-08-19,0.0,20.6,5.1,9.939823008849558
1989-08-20,4.9,22.5,7.0,9.580010411244144
1989-08-21,0.3,20.4,9.1,10.524518479958354
1989-08-22,4.8,19.7,14.2,9.962311296199896
1989-08-23,0.0,19.1,8.7,9.692451847995835
1989-08-24,0.0,19.5,9.1,9.017803227485684
1989-08-25,0.0,19.1,8.9,8.343154606975533
1989-08-26,4.3,16.1,7.5,6.9938573659552326
1989-08-27,30.5,15.5,9.1,8.995314940135346
1989-08-28,11.4,4.7,0.1,11.28912024986986
1989-08-29,0.0,9.5,0.3,6.9938573659552326
1989-08-30,0.0,13.4,1.5,6.116814159292035
1989-08-31,0.0,16.1,5.1,5.891931285788652
1989-09-01,11.6,14.1,7.0,5.824466423737636
1989-09-02,25.1,7.2,6.3,7.893388859968766
1989-09-03,10.8,7.5,4.0,8.230713170223842
1989-09-04,3.3,5.5,1.2,6.768974492451848
1989-09-05,0.0,10.8,1.0,5.77948984903696
1989-09-06,0.0,13.9,3.2,5.2847475273295155
1989-09-07,0.0,15.0,4.7,5.014888079125456
1989-09-08,0.0,16.4,5.9,4.902446642373764
1989-09-09,0.7,14.3,6.9,4.745028630921396
1989-09-10,0.0,15.6,5.6,4.610098906819365
1989-09-11,2.4,12.7,6.6,4.632587194169703
1989-09-12,1.7,12.0,6.5,4.67756376887038
1989-09-13,9.2,11.9,6.0,4.700052056220718
1989-09-14,1.3,10.0,5.6,4.632587194169703
1989-09-15,3.2,10.0,4.2,3.935450286309214
1989-09-16,0.0,17.1,5.5,4.700052056220718
1989-09-17,0.0,19.6,8.5,5.037376366475795
1989-09-18,0.0,20.5,8.4,5.329724102030193
1989-09-19,0.1,17.1,10.3,5.712024986985945
1989-09-20,0.0,18.0,7.5,5.397188964081208
1989-09-21,0.0,20.0,9.7,5.442165538781885
1989-09-22,0.0,18.0,8.4,5.127329515877147
1989-09-23,3.8,12.1,6.7,4.565122332118688
1989-09-24,0.0,12.1,4.5,4.160333159812597
1989-09-25,33.3,13.1,5.5,4.092868297761583
1989-09-26,0.0,8.1,1.6,5.734513274336284
1989-09-27,1.0,8.7,3.4,3.7330557001561693
1989-09-28,0.0,3.5,0.5,3.1033836543466946
1989-09-29,0.7,4.1,0.9,2.5411764705882356
1989-09-30,0.0,8.5,1.5,2.3612701717855282
1989-10-01,0.0,11.5,0.4,2.2488287350338365
1989-10-02,0.0,12.0,2.1,2.210598646538261
1989-10-03,0.0,8.8,2.1,2.134138469547111
1989-10-04,0.0,14.6,-0.4,2.0531806350858934
1989-10-05,0.0,13.5,2.0,2.0306923477355543
1989-10-06,15.3,13.0,2.4,2.0149505465903177
1989-10-07,20.4,5.2,1.9,3.0584070796460177
1989-10-08,17.2,0.6,-1.0,2.9909422175950025
1989-10-09,2.7,2.7,-1.9,2.5636647579385734
1989-10-10,1.0,1.9,-0.8,2.4287350338365434
1989-10-11,0.0,4.7,-4.9,2.2061009890681937
1989-10-12,0.0,8.4,-1.8,2.16337324310255
1989-10-13,0.0,11.4,0.0,2.14538261322228
1989-10-14,11.1,10.9,0.6,2.122894325871942
1989-10-15,0.1,5.0,-0.4,2.6311296199895886
1989-10-16,0.0,11.4,-1.9,2.2713170223841748
1989-10-17,0.0,14.6,3.5,2.165622071837585
1989-10-18,0.0,14.4,5.4,2.17461738677772
1989-10-19,0.0,14.1,4.0,2.1611244143675163
1989-10-20,0.0,11.1,2.7,2.0959083810515358
1989-10-21,0.0,16.0,5.2,2.1161478396668403
1989-10-22,0.0,19.2,7.5,2.212847475273295
1989-10-23,0.0,20.1,8.9,2.2218427902134312
1989-10-24,0.0,16.9,5.5,2.179115044247788
1989-10-25,0.0,17.7,7.0,2.210598646538261
1989-10-26,0.0,18.0,7.7,2.33878188443519
1989-10-27,0.0,18.4,7.6,2.1993545028630925
1989-10-28,5.3,18.3,8.5,1.9519833420093697
1989-10-29,4.1,9.6,3.0,2.140884955752212
1989-10-30,8.0,13.1,4.7,2.4961998958875586
1989-10-31,0.0,13.0,5.1,2.7210827693909425
1989-11-01,0.0,14.5,4.5,2.293805309734513
1989-11-02,0.0,11.7,6.0,2.1026548672566374
1989-11-03,13.5,9.8,5.0,1.9879646017699115
1989-11-04,3.8,2.7,-2.1,2.293805309734513
1989-11-05,13.8,4.0,-2.2,1.9070067673086935
1989-11-06,5.8,-2.7,-4.0,1.8485372201978139
1989-11-07,0.0,0.2,-5.5,1.749588755856325
1989-11-08,3.0,7.5,-6.6,1.7001145236855804
1989-11-09,0.9,-0.1,-3.0,1.7900676730869338
1989-11-10,0.0,5.8,-4.9,1.7023633524206145
1989-11-11,0.0,11.5,-1.1,1.62365434669443
1989-11-12,0.0,11.1,1.5,1.6146590317542944
1989-11-13,0.0,8.0,0.1,1.5651847995835504
1989-11-14,0.0,10.0,-0.8,1.1041749089016137
1989-11-15,0.0,9.5,0.0,1.0636959916710047
1989-11-16,0.1,8.0,-0.3,1.0052264445601249
1989-11-17,0.0,9.1,-1.0,0.9512545549193129
1989-11-18,0.0,9.5,-0.2,0.9580010411244144
1989-11-19,0.0,11.0,1.5,0.9332639250390423
1989-11-20,0.0,9.0,1.5,0.9152732951587716
1989-11-21,0.0,9.2,2.5,0.9017803227485685
1989-11-22,3.0,6.0,0.8,0.8972826652785008
1989-11-23,0.0,-3.4,-7.2,0.8837896928682978
1989-11-24,0.0,3.0,-8.0,0.8005830296720459
1989-11-25,0.1,-0.6,-5.5,0.8005830296720459
1989-11-26,0.0,0.1,-9.8,0.742113482561166
1989-11-27,0.0,5.1,-6.0,0.7218740239458615
1989-11-28,0.0,7.5,-2.0,0.6836439354502863
1989-11-29,0.0,7.5,-2.5,0.6454138469547113
1989-11-30,0.0,4.4,-4.5,0.634169703279542
1989-12-01,0.0,5.9,-4.5,0.6229255596043728
1989-12-02,0.0,7.4,-1.5,0.6274232170744405
1989-12-03,0.0,8.5,-1.4,0.6206767308693389
1989-12-04,0.0,5.5,-2.0,0.6184279021343051
1989-12-05,0.0,5.1,-3.5,0.604934929724102
1989-12-06,0.0,7.0,-2.0,0.6161790733992712
1989-12-07,0.0,6.5,-3.0,0.6431650182196772
1989-12-08,0.0,7.0,-3.0,0.6476626756897448
1989-12-09,0.0,2.9,-3.5,0.6364185320145758
1989-12-10,0.0,4.0,-6.0,0.6139302446642374
1989-12-11,0.0,2.0,-6.0,0.6071837584591359
1989-12-12,2.4,4.5,-6.0,0.6094325871941697
1989-12-13,2.0,9.5,-0.5,0.661155648099948
1989-12-14,0.3,11.0,5.5,0.6454138469547113
1989-12-15,5.9,10.8,4.5,0.7758459135866737
1989-12-16,2.4,15.8,3.5,0.9355127537740762
1989-12-17,8.9,10.1,1.1,0.9827381572097865
1989-12-18,8.8,12.5,1.3,0.8568037480478917
1989-12-19,2.1,3.0,-1.0,1.1086725663716812
1989-12-20,0.0,12.0,-2.5,0.811827173347215
1989-12-21,0.2,9.8,5.0,0.881540864133264
1989-12-22,11.2,9.6,1.1,0.9332639250390423
1989-12-23,1.9,1.5,-6.0,0.9377615825091099
1989-12-24,0.0,7.4,-4.2,0.811827173347215
1989-12-25,0.0,9.5,-0.8,0.7466111400312337
1989-12-26,0.0,8.5,-1.0,0.6971369078604893
1989-12-27,0.0,4.1,-3.5,0.6566579906298803
1989-12-28,0.0,3.0,-6.2,0.6161790733992712
1989-12-29,0.0,3.5,-5.4,0.5824466423737635
1989-12-30,0.0,3.6,-5.1,0.5667048412285268
1989-12-31,0.0,2.5,-6.0,0.55096304008329
1990-01-01,0.0,2.3,-6.1,0.5329724102030194
1990-01-02,0.0,2.0,-6.7,0.5194794377928162
1990-01-03,0.0,4.9,-5.5,0.5127329515877146
1990-01-04,0.0,4.0,-5.5,0.5037376366475794
1990-01-05,0.0,2.0,-5.9,0.5082352941176471
1990-01-06,0.0,1.0,-6.3,0.5194794377928162
1990-01-07,0.0,2.5,-5.8,0.5127329515877146
1990-01-08,0.0,2.0,-6.5,0.4969911504424779
1990-01-09,0.0,1.5,-7.6,0.47675169182717336
1990-01-10,0.0,5.5,-4.9,0.4700052056220718
1990-01-11,0.0,5.5,-5.0,0.4700052056220718
1990-01-12,0.0,5.1,-4.5,0.4655075481520041
1990-01-13,0.0,4.7,-4.2,0.4632587194169704
1990-01-14,0.0,3.2,-5.0,0.46100989068193643
1990-01-15,0.0,2.5,-7.2,0.45651223321186873
1990-01-16,0.0,8.1,-2.5,0.47675169182717336
1990-01-17,0.0,9.0,-1.5,0.4834981780322749
1990-01-18,0.0,1.6,-5.4,0.47675169182717336
1990-01-19,0.0,5.5,-7.5,0.4745028630921395
1990-01-20,0.0,4.0,-3.3,0.4677563768870381
1990-01-21,0.0,7.5,-1.1,0.4745028630921395
1990-01-22,0.0,8.5,-1.0,0.47225403435710567
1990-01-23,1.2,10.0,-1.0,0.4745028630921395
1990-01-24,0.6,6.5,1.6,0.4924934929724102
1990-01-25,8.0,8.8,-1.5,0.49024466423737645
1990-01-26,2.4,0.1,-4.5,0.5824466423737635
1990-01-27,0.0,8.0,-4.5,0.48799583550234243
1990-01-28,4.1,7.8,-3.5,0.4790005205622072
1990-01-29,0.0,4.0,-6.5,0.4745028630921395
1990-01-30,0.0,3.6,-3.0,0.4632587194169704
1990-01-31,0.0,7.5,-3.2,0.4632587194169704
1990-02-01,0.0,5.0,-1.5,0.4677563768870381
1990-02-02,2.9,1.7,-2.0,0.4790005205622072
1990-02-03,2.4,12.5,-4.0,0.4790005205622072
1990-02-04,0.0,7.9,-5.7,0.49923997917751184
1990-02-05,0.0,11.9,-0.5,0.4700052056220718
1990-02-06,0.0,13.0,1.0,0.4632587194169704
1990-02-07,0.0,8.2,-1.0,0.4790005205622072
1990-02-08,0.1,10.5,2.5,0.4969911504424779
1990-02-09,0.0,-1.3,-3.7,0.5014888079125457
1990-02-10,9.9,11.5,-5.5,0.4745028630921395
1990-02-11,3.3,0.5,-7.2,0.5082352941176471
1990-02-12,4.9,-2.3,-9.0,0.4834981780322749
1990-02-13,46.0,1.7,-6.2,0.48124934929724106
1990-02-14,68.1,6.0,-0.8,7.98334200937012
1990-02-15,14.0,5.2,-1.8,11.761374284226966
1990-02-16,10.9,2.0,-4.6,3.6880791254554914
1990-02-17,0.0,6.5,-1.5,2.6086413326392504
1990-02-18,0.0,11.2,-1.1,2.084664237376366
1990-02-19,0.0,9.4,0.5,1.8507860489328476
1990-02-20,0.0,12.4,1.2,1.6461426340447687
1990-02-21,0.0,12.5,2.8,1.5944195731389903
1990-02-22,0.0,13.5,-0.5,1.5494429984383133
1990-02-23,0.0,13.0,2.5,1.5404476834981782
1990-02-24,0.0,12.8,1.5,1.5224570536179074
1990-02-25,0.0,13.2,2.0,1.4662363352420613
1990-02-26,5.4,7.7,1.5,1.5337011972930767
1990-02-27,16.5,6.0,-1.0,1.7450910983862569
1990-02-28,21.3,4.0,-5.5,1.6978656949505466
1990-03-01,9.9,-2.1,-4.5,2.1588755856324835
1990-03-02,10.6,-4.7,-8.3,1.6821238938053098
1990-03-03,0.0,-2.9,-13.4,1.5202082248828732
1990-03-04,0.0,3.4,-10.5,1.3717855283706404
1990-03-05,0.0,8.5,-6.4,1.3515460697553356
1990-03-06,0.0,8.3,-3.0,1.3290577824049974
1990-03-07,0.0,10.0,-1.7,1.2908276939094225
1990-03-08,6.7,10.9,1.0,1.2795835502342534
1990-03-09,1.0,7.2,0.5,1.499968766267569
1990-03-10,0.0,8.5,-0.8,1.4662363352420613
1990-03-11,0.0,15.1,0.5,1.4594898490369603
1990-03-12,0.0,10.7,3.0,1.5494429984383133
1990-03-13,0.0,12.0,1.0,1.5471941697032796
1990-03-14,9.4,5.3,0.8,1.803560645497137
1990-03-15,0.0,9.5,-1.1,1.7945653305570015
1990-03-16,0.0,11.6,2.0,1.763081728266528
1990-03-17,0.0,10.5,0.5,1.7338469547110882
1990-03-18,0.0,9.9,0.5,1.6393961478396668
1990-03-19,0.0,9.1,-0.5,1.6686309213951067
1990-03-20,10.4,7.8,0.0,1.5944195731389903
1990-03-21,0.0,13.5,1.6,2.0059552316501827
1990-03-22,11.5,16.0,5.5,2.20385216033316
1990-03-23,4.9,4.5,2.0,3.5306611140031237
1990-03-24,0.0,11.0,-1.5,2.7210827693909425
1990-03-25,4.9,0.1,-4.1,2.2488287350338365
1990-03-26,3.5,-3.6,-6.0,1.9002602811035916
1990-03-27,5.7,-3.0,-9.7,1.664133263925039
1990-03-28,1.5,-0.4,-9.0,1.5809266007287872
1990-03-29,0.0,-1.5,-7.0,1.443748047891723
1990-03-30,0.0,4.6,-5.5,1.3852785007808435
1990-03-31,0.0,9.5,-0.5,1.4639875065070274
