date,P_mix,T_max,T_min,Q
1993-03-12,0.0,6.2,-3.5,0.6071837584591359
1993-03-13,0.0,6.5,-5.0,0.6679021343050495
1993-03-14,0.0,7.1,-4.2,0.728620510150963
1993-03-15,0.0,7.9,-2.2,0.8028318584070797
1993-03-16,0.0,8.7,-0.9,0.9512545549193129
1993-03-17,0.0,6.1,1.6,1.0929307652264446
1993-03-18,0.0,15.0,3.1,1.3785320145757418
1993-03-19,0.0,10.6,1.5,1.7428422696512234
1993-03-20,0.0,13.5,2.4,1.6326496616345652
1993-03-21,3.2,11.2,3.3,1.7900676730869338
1993-03-22,2.2,5.5,2.2,2.0981572097865695
1993-03-23,12.0,2.9,0.6,1.9497345132743367
1993-03-24,11.7,-1.0,-2.8,1.9609786569495058
1993-03-25,5.9,-2.5,-6.5,1.571931285788652
1993-03-26,5.9,-4.2,-8.2,1.349297241020302
1993-03-27,0.0,-4.0,-13.0,1.2143675169182717
1993-03-28,0.0,-3.4,-13.0,1.1109213951067156
1993-03-29,0.0,0.0,-12.9,1.0344612181155648
1993-03-30,0.0,5.0,-9.3,1.0344612181155648
1993-03-31,0.0,10.3,-0.7,1.1603956272774596
1993-04-01,3.0,11.0,0.6,1.3110671525247266
1993-04-02,8.5,6.4,-3.5,1.376283185840708
1993-04-03,0.2,-1.6,-4.1,1.2458511192087456
1993-04-04,6.6,-0.2,-5.9,1.1671421134825615
1993-04-05,8.6,3.4,-9.5,1.0861842790213432
1993-04-06,22.4,3.6,-0.8,2.5411764705882356
1993-04-07,48.6,1.9,-1.0,4.317751171264967
1993-04-08,2.8,4.9,0.1,6.544091618948464
1993-04-09,1.4,11.4,-3.3,3.6880791254554914
1993-04-10,12.9,6.1,1.4,3.2158250910983868
1993-04-11,11.2,4.8,-0.8,3.1483602290473716
1993-04-12,1.7,4.5,-2.1,2.6536179073399273
1993-04-13,3.1,4.1,-3.4,2.2150963040083287
1993-04-14,0.1,6.5,-4.5,1.882269651223321
1993-04-15,1.8,6.2,-2.2,1.727100468505986
1993-04-16,1.2,4.2,-1.0,1.5921707444039563
1993-04-17,1.6,5.7,-3.2,1.457241020301926
1993-04-18,0.0,7.2,0.0,1.4414992191566893
1993-04-19,0.0,12.1,0.0,1.749588755856325
1993-04-20,0.0,14.4,1.5,2.33878188443519
1993-04-21,0.0,15.5,4.6,2.8335242061426342
1993-04-22,0.0,15.0,3.5,3.2383133784487246
1993-04-23,0.0,14.0,2.7,3.7330557001561693
1993-04-24,0.0,12.7,4.5,3.5081728266527854
1993-04-25,0.0,13.8,8.0,3.5306611140031237
1993-04-26,0.1,13.0,3.4,3.6880791254554914
1993-04-27,0.0,15.0,5.5,4.205309734513275
1993-04-28,0.0,14.1,9.0,4.40770432066632
1993-04-29,0.0,10.2,4.0,3.8679854242581992
1993-04-30,1.0,13.0,3.0,3.7105674128058306
1993-05-01,5.1,11.2,2.6,3.7330557001561693
1993-05-02,6.6,7.0,2.5,3.8454971369078605
1993-05-03,3.0,9.0,3.4,3.7105674128058306
1993-05-04,1.2,12.2,3.0,4.047891723060906
1993-05-05,4.3,12.5,2.2,4.40770432066632
1993-05-06,13.0,5.2,3.2,4.790005205622072
1993-05-07,0.0,11.6,2.0,4.7225403435710565
1993-05-08,0.0,13.6,3.0,4.317751171264967
1993-05-09,0.0,14.9,2.9,4.340239458615305
1993-05-10,0.0,16.2,3.9,4.700052056220718
1993-05-11,5.7,13.5,7.9,4.969911504424779
1993-05-12,2.8,8.0,4.5,5.374700676730869
1993-05-13,1.2,12.0,4.5,4.857470067673087
1993-05-14,3.5,9.5,4.9,4.67756376887038
1993-05-15,7.2,12.7,3.5,4.767516918271734
1993-05-16,0.1,11.0,2.4,5.1048412285268085
1993-05-17,0.0,17.5,3.6,5.397188964081208
1993-05-18,0.0,17.5,6.0,6.0493492972410206
1993-05-19,0.0,16.2,6.7,6.544091618948464
1993-05-20,43.1,16.4,5.5,6.836439354502863
1993-05-21,15.8,3.5,-0.2,9.197709526288392
1993-05-22,0.0,12.6,-2.5,6.454138469547111
1993-05-23,0.0,16.8,3.1,5.981884435190005
1993-05-24,0.1,18.0,7.0,6.026861009890682
1993-05-25,0.0,20.3,8.0,7.376158250910983
1993-05-26,0.0,21.6,10.0,8.95033836543467
1993-05-27,8.2,17.5,9.9,10.142217595002602
1993-05-28,0.9,10.1,3.6,9.265174388339407
1993-05-29,0.0,15.2,4.5,6.858927641853202
1993-05-30,8.2,15.8,7.0,6.634044768349818
1993-05-31,0.1,14.2,5.2,7.825923997917751
1993-06-01,0.5,19.1,3.8,7.1512753774076
1993-06-02,18.2,12.5,5.4,8.028318584070796
1993-06-03,3.7,6.9,2.4,6.948880791254555
1993-06-04,0.0,14.6,4.0,5.824466423737636
1993-06-05,3.2,19.1,6.5,6.184279021343051
1993-06-06,4.3,20.5,8.2,7.646017699115045
1993-06-07,0.0,20.8,8.3,8.500572618427903
1993-06-08,2.0,22.5,9.2,9.175221238938052
1993-06-09,2.4,21.8,9.5,9.669963560645497
1993-06-10,1.6,18.8,9.8,11.401561686621552
1993-06-11,19.3,12.7,3.9,9.984799583550235
1993-06-12,0.9,8.8,3.5,8.005830296720458
1993-06-13,7.6,7.0,3.0,5.554606975533576
1993-06-14,5.6,9.5,3.5,4.9249349297241025
1993-06-15,5.7,9.0,6.0,5.801978136387298
1993-06-16,0.0,17.4,4.6,6.454138469547111
1993-06-17,8.8,11.1,8.0,6.948880791254555
1993-06-18,0.0,18.2,3.5,6.971369078604893
1993-06-19,6.0,21.8,7.8,7.7359708485163985
1993-06-20,11.7,15.5,9.2,11.918792295679333
1993-06-21,22.3,17.5,8.0,11.13170223841749
1993-06-22,11.1,17.1,7.3,13.22311296199896
1993-06-23,26.1,12.7,8.9,15.539406559083812
1993-06-24,0.2,11.1,6.5,16.25903175429464
1993-06-25,0.0,15.0,2.1,10.906819364914107
1993-06-26,0.0,14.2,2.9,8.455596043727226
1993-06-27,0.0,16.5,5.6,8.095783446121812
1993-06-28,0.0,18.0,6.7,9.085268089536699
1993-06-29,2.9,20.2,6.5,8.95033836543467
1993-06-30,1.5,12.6,9.5,9.287662675689745
1993-07-01,0.5,17.6,6.0,8.25320145757418
1993-07-02,3.0,13.2,8.6,8.11827173347215
1993-07-03,0.6,19.2,6.6,8.073295158771474
1993-07-04,0.0,21.5,8.2,9.422592399791776
1993-07-05,30.5,23.3,11.5,11.109213951067153
1993-07-06,1.7,11.4,6.6,17.923165018219677
1993-07-07,0.0,15.3,2.1,10.142217595002602
1993-07-08,0.0,16.9,3.2,8.298178032274857
1993-07-09,4.9,19.6,6.0,8.275689744924518
1993-07-10,48.9,12.6,7.5,11.536491410723581
1993-07-11,5.7,7.6,0.4,13.290577824049976
1993-07-12,8.8,6.6,1.2,8.005830296720458
1993-07-13,3.2,8.6,1.5,6.544091618948464
1993-07-14,6.3,13.0,2.0,6.071837584591359
1993-07-15,1.3,16.5,8.5,9.894846434148882
1993-07-16,1.5,20.5,10.1,10.209682457053617
1993-07-17,1.7,21.1,10.6,10.951795939614783
1993-07-18,8.4,19.5,10.6,12.548464341488808
1993-07-19,1.9,12.6,10.0,11.716397709526289
1993-07-20,14.1,9.1,6.1,9.737428422696512
1993-07-21,10.0,9.4,4.2,8.81540864133264
1993-07-22,2.0,9.0,4.2,7.173763664757939
1993-07-23,0.0,15.2,2.0,6.004372722540344
1993-07-24,0.1,20.2,6.0,6.296720458094743
1993-07-25,11.4,15.6,9.6,8.298178032274857
1993-07-26,0.0,13.5,5.0,8.073295158771474
1993-07-27,0.0,17.0,4.5,6.409161894846434
1993-07-28,0.0,20.5,11.0,9.062779802186363
1993-07-29,0.0,22.7,9.3,9.062779802186363
1993-07-30,20.9,24.5,11.8,9.400104112441436
1993-07-31,4.0,12.8,8.0,13.717855283706404
1993-08-01,0.0,17.6,3.9,9.287662675689745
1993-08-02,0.0,21.0,9.3,9.445080687142113
1993-08-03,2.5,21.9,11.0,9.422592399791776
1993-08-04,3.3,21.5,11.5,10.591983342009371
1993-08-05,0.3,21.8,12.0,10.344612181155648
1993-08-06,0.0,17.9,11.8,9.939823008849558
1993-08-07,0.0,19.4,8.0,9.130244664237376
1993-08-08,27.6,17.6,9.2,9.669963560645497
1993-08-09,0.2,14.5,7.0,9.939823008849558
1993-08-10,14.8,11.0,8.2,10.05226444560125
1993-08-11,0.0,16.6,6.0,10.389588755856325
1993-08-12,0.0,20.6,7.5,8.320666319625195
1993-08-13,0.0,19.5,9.7,8.523060905778241
1993-08-14,0.0,23.0,9.8,9.310150963040083
1993-08-15,2.3,19.6,11.6,9.872358146798542
1993-08-16,0.0,20.1,8.9,8.747943779281623
1993-08-17,0.0,21.1,10.5,9.062779802186363
1993-08-18,0.0,20.6,10.0,8.95033836543467
1993-08-19,3.6,20.0,11.0,8.365642894325873
1993-08-20,0.0,20.6,8.6,8.208224882873504
1993-08-21,0.0,23.5,10.0,8.568037480478917
1993-08-22,6.8,24.5,12.5,9.849869859448205
1993-08-23,9.2,16.6,10.5,10.906819364914107
1993-08-24,6.2,13.0,9.5,10.32212389380531
1993-08-25,1.2,10.6,7.6,8.65799062988027
1993-08-26,1.5,13.0,7.6,7.7359708485163985
1993-08-27,32.4,11.1,5.9,9.467568974492453
1993-08-28,3.1,6.1,4.7,7.893388859968766
1993-08-29,0.0,10.8,2.5,5.397188964081208
1993-08-30,0.0,13.4,1.6,4.385216033315982
1993-08-31,0.0,13.6,5.8,3.9804268610098905
1993-09-01,0.0,12.6,3.6,3.5981259760541384
1993-09-02,0.0,14.1,1.3,3.328266527850078
1993-09-03,7.7,11.0,5.4,3.1483602290473716
1993-09-04,15.4,7.0,0.8,4.002915148360229
1993-09-05,0.0,9.9,0.4,3.0584070796460177
1993-09-06,0.0,13.4,0.2,2.7210827693909425
1993-09-07,2.5,15.6,5.7,2.7210827693909425
1993-09-08,6.5,12.0,8.5,4.3627277459656435
1993-09-09,13.3,17.7,6.4,4.520145757418011
1993-09-10,2.6,11.1,3.6,5.869442998438314
1993-09-11,2.3,11.5,3.7,4.025403435710567
1993-09-12,0.0,13.4,4.6,3.6655908381051536
1993-09-13,22.5,14.3,4.9,4.27277459656429
1993-09-14,0.3,11.6,2.8,5.554606975533576
1993-09-15,0.5,11.4,3.0,3.44070796460177
1993-09-16,0.1,11.2,5.4,2.9234773555439872
1993-09-17,2.0,10.8,3.4,2.5411764705882356
1993-09-18,6.3,14.7,6.5,3.0359187922956794
1993-09-19,0.1,17.2,8.4,4.879958355023426
1993-09-20,0.0,19.9,8.5,4.4526808953669965
1993-09-21,0.3,20.4,10.7,4.587610619469026
1993-09-22,7.2,19.4,11.2,5.8469547110879745
1993-09-23,4.8,10.8,8.0,8.41061946902655
1993-09-24,39.3,12.6,8.2,14.819781363872986
1993-09-25,20.1,7.0,5.0,14.774804789172308
1993-09-26,5.1,3.0,0.5,9.265174388339407
1993-09-27,10.8,9.0,-1.3,5.959396147839667
1993-09-28,7.2,2.5,0.4,5.599583550234254
1993-09-29,0.0,7.7,-1.1,4.700052056220718
1993-09-30,0.1,11.5,0.7,4.070380010411244
1993-10-01,9.0,12.6,3.9,3.755543987506507
1993-10-02,50.6,5.3,0.0,5.689536699635607
1993-10-03,0.2,6.1,0.0,5.869442998438314
1993-10-04,4.8,6.3,-0.2,5.014888079125456
1993-10-05,0.9,12.5,3.6,5.77948984903696
1993-10-06,3.4,6.1,4.3,6.634044768349818
1993-10-07,2.3,10.5,2.6,5.352212389380531
1993-10-08,25.0,7.2,3.5,5.622071837584592
1993-10-09,0.0,7.2,1.2,6.116814159292035
1993-10-10,0.0,14.5,0.7,4.520145757418011
1993-10-11,0.0,15.6,5.0,4.002915148360229
1993-10-12,2.8,14.9,4.5,4.7225403435710565
1993-10-13,4.5,15.0,3.2,4.317751171264967
1993-10-14,2.7,6.8,4.5,5.936907860489328
1993-10-15,0.0,8.5,1.8,3.9579385736595523
1993-10-16,0.4,9.7,0.0,3.1483602290473716
1993-10-17,0.3,10.5,3.2,2.8335242061426342
1993-10-18,0.0,10.1,2.5,2.5186881832378973
1993-10-19,0.0,10.1,2.5,2.2713170223841748
1993-10-20,0.3,8.9,1.9,2.1138990109318065
1993-10-21,14.6,1.0,-3.7,2.0441853201457576
1993-10-22,6.0,-2.2,-4.6,2.023945861530453
1993-10-23,3.7,-2.2,-5.2,1.9362415408641327
1993-10-24,6.6,-0.6,-3.6,1.9137532535137947
1993-10-25,0.0,-1.2,-4.4,1.8552837064029153
1993-10-26,0.0,2.2,-5.0,1.8013118167621027
1993-10-27,0.0,6.5,-3.6,1.756335242061426
1993-10-28,0.0,12.5,-0.6,1.7315981259760542
1993-10-29,0.0,12.0,3.0,1.706861009890682
1993-10-30,0.0,11.5,0.7,1.6079125455491934
1993-10-31,0.0,8.4,1.0,1.5494429984383133
1993-11-01,0.0,11.0,3.6,1.5314523685580426
1993-11-02,0.0,10.3,3.6,1.542696512233212
1993-11-03,0.0,11.5,3.1,1.542696512233212
1993-11-04,0.0,10.8,2.0,1.4414992191566893
1993-11-05,3.2,10.3,2.8,1.365039042165539
1993-11-06,15.9,5.3,3.2,1.8890161374284227
1993-11-07,1.3,5.0,2.5,2.0756689224362317
1993-11-08,0.5,4.5,-0.5,1.8125559604372723
1993-11-09,0.0,0.8,-0.1,1.6079125455491934
1993-11-10,0.0,3.1,-2.5,1.4932222800624675
1993-11-11,11.7,5.2,0.1,1.4977199375325352
1993-11-12,0.0,-0.8,-2.5,1.5089640812077043
1993-11-13,0.3,7.5,-7.0,1.3830296720458095
1993-11-14,4.2,9.7,-1.3,1.4504945340968245
1993-11-15,16.6,-3.2,-4.8,1.4549921915668922
1993-11-16,0.0,-1.0,-8.5,1.3987714731910463
1993-11-17,0.0,-1.0,-11.1,1.3155648099947943
1993-11-18,0.0,1.0,-8.5,1.2413534617386779
1993-11-19,0.0,-1.1,-9.4,1.212118688183238
1993-11-20,0.2,-6.2,-11.6,1.1469026548672565
1993-11-21,0.0,-2.4,-14.0,1.0839354502863097
1993-11-22,0.0,-5.5,-15.8,1.0277147319104636
1993-11-23,0.0,-0.1,-12.5,1.0007287870900572
1993-11-24,0.0,3.7,-4.8,1.0457053617907341
1993-11-25,0.0,6.0,-3.0,1.0097241020301928
1993-11-26,0.0,8.0,-2.0,0.9962311296199894
1993-11-27,0.0,7.6,-1.5,0.9782404997397188
1993-11-28,0.0,6.8,-2.2,0.9557522123893806
1993-11-29,0.0,-3.3,-10.1,0.9310150963040082
1993-11-30,0.0,1.5,-10.4,0.8882873503383655
1993-12-01,0.0,-1.0,-3.8,0.9130244664237375
1993-12-02,0.0,3.5,-6.0,0.8927850078084333
1993-12-03,0.0,7.3,0.0,0.881540864133264
1993-12-04,0.0,12.2,2.5,0.8657990629880271
1993-12-05,0.0,3.9,-0.4,0.868047891723061
1993-12-06,0.0,6.1,-3.4,0.8433107756376887
1993-12-07,2.2,1.2,-2.1,0.8433107756376887
1993-12-08,10.7,8.3,-3.0,0.9580010411244144
1993-12-09,0.0,7.8,2.9,1.225611660593441
1993-12-10,11.2,5.8,-2.4,1.0074752732951588
1993-12-11,7.8,-1.8,-5.4,1.1671421134825615
1993-12-12,0.6,5.8,-7.3,1.0232170744403957
1993-12-13,7.1,7.2,-4.5,0.9849869859448204
1993-12-14,1.9,6.5,-3.5,0.9917334721499221
1993-12-15,1.7,1.3,-7.4,0.9332639250390423
1993-12-16,20.0,-1.2,-4.7,0.9355127537740762
1993-12-17,6.9,1.6,-4.7,0.9422592399791777
1993-12-18,0.0,3.3,-4.0,0.9624986985944821
1993-12-19,27.2,8.2,-2.0,1.1041749089016137
1993-12-20,2.4,10.1,4.6,7.84841228526809
1993-12-21,8.5,6.0,-2.3,5.599583550234254
1993-12-22,0.9,0.3,-7.8,3.44070796460177
1993-12-23,0.9,1.0,-3.1,2.586153045288912
1993-12-24,20.1,0.1,-8.0,2.1813638729828217
1993-12-25,10.5,-4.4,-7.5,1.882269651223321
1993-12-26,0.6,-8.0,-13.3,1.6753774076002081
1993-12-27,0.0,-5.5,-14.5,1.4887246225923998
1993-12-28,1.3,-4.3,-12.5,1.335804268610099
1993-12-29,1.3,3.8,-7.0,1.3582925559604373
1993-12-30,0.6,6.5,-1.0,1.349297241020302
1993-12-31,19.8,7.0,0.5,1.3785320145757418
1994-01-01,6.4,-1.8,-5.6,1.7383446121811557
1994-01-02,9.0,3.7,-10.5,1.484226965122332
1994-01-03,6.2,6.0,-2.3,1.560687142113483
1994-01-04,1.9,0.9,-1.3,1.6101613742842271
1994-01-05,0.0,4.0,-3.0,1.484226965122332
1994-01-06,0.0,5.6,-1.0,1.421259760541385
1994-01-07,15.7,4.8,0.0,1.5899219156689228
1994-01-08,1.7,-2.0,-4.0,1.65288912024987
1994-01-09,0.1,0.8,-4.6,1.4370015616866216
1994-01-10,3.1,5.6,-3.9,1.3245601249349297
1994-01-11,1.7,-1.7,-3.0,1.2570952628839147
1994-01-12,0.0,7.7,-5.8,1.169390942217595
1994-01-13,2.0,7.9,-0.6,1.1401561686621555
1994-01-14,14.6,2.5,-2.2,1.3605413846954713
1994-01-15,0.0,1.2,-6.8,1.3110671525247266
1994-01-16,2.7,-1.2,-7.0,1.194128058302967
1994-01-17,2.3,-4.7,-7.9,1.1491514836022905
1994-01-18,0.0,-2.8,-13.0,1.0457053617907341
1994-01-19,0.0,0.5,-10.0,0.9467568974492452
1994-01-20,0.0,-1.7,-9.8,0.9355127537740762
1994-01-21,0.0,-1.4,-11.8,0.8747943779281625
1994-01-22,0.0,6.0,-8.1,0.8792920353982303
1994-01-23,5.6,6.7,-2.5,0.8950338365434669
1994-01-24,41.5,1.2,-2.9,1.1086725663716812
1994-01-25,12.6,3.0,0.0,2.766059344091619
1994-01-26,8.1,0.0,-6.0,2.190359187922957
1994-01-27,10.4,4.5,-6.0,1.6124102030192609
1994-01-28,7.1,-4.7,-6.4,1.4819781363872984
1994-01-29,1.4,-1.8,-9.0,1.3268089536699637
1994-01-30,0.0,4.8,-5.8,1.2458511192087456
1994-01-31,0.0,2.0,-5.0,1.1761374284226966
1994-02-01,0.0,6.5,-4.7,1.1244143675169183
1994-02-02,0.0,5.4,-2.0,1.1266631962519518
1994-02-03,0.0,7.7,0.5,1.0951795939614786
1994-02-04,0.2,6.0,0.0,1.074940135346174
1994-02-05,0.0,5.5,2.2,1.0547006767308695
1994-02-06,0.1,2.5,-4.8,1.0142217595002603
1994-02-07,8.2,-1.9,-2.8,0.9827381572097865
1994-02-08,7.3,-3.1,-4.1,0.9804893284747529
1994-02-09,0.3,-2.8,-7.6,0.9400104112441436
1994-02-10,9.4,-3.0,-8.5,0.9062779802186361
1994-02-11,0.3,-3.0,-9.9,0.8927850078084333
1994-02-12,0.7,-5.0,-12.6,0.8230713170223843
1994-02-13,0.0,-7.0,-14.5,0.8230713170223843
1994-02-14,0.5,-2.5,-13.2,0.7938365434669441
1994-02-15,0.6,-0.9,-7.1,0.8208224882873503
1994-02-16,0.4,0.8,-7.9,0.8005830296720459
1994-02-17,0.0,-2.1,-9.7,0.7893388859968767
1994-02-18,0.0,1.2,-10.3,0.7646017699115044
1994-02-19,0.0,0.1,-8.0,0.7578552837064031
1994-02-20,0.2,0.4,-8.5,0.7511087975013013
1994-02-21,1.0,1.3,-5.7,0.7488599687662676
1994-02-22,0.1,4.5,-4.5,0.7353669963560645
1994-02-23,0.0,5.1,-4.9,0.7106298802706925
1994-02-24,3.1,0.6,-3.8,0.717376366475794
1994-02-25,0.8,7.1,-3.3,0.7128787090057263
1994-02-26,0.0,12.8,-1.7,0.717376366475794
1994-02-27,0.1,12.0,2.9,0.7533576262363353
1994-02-28,0.0,6.8,0.3,0.7870900572618429
1994-03-01,8.6,4.3,-0.2,0.8433107756376887
1994-03-02,6.3,2.4,-2.8,0.9804893284747529
1994-03-03,6.7,4.5,-2.0,1.0007287870900572
1994-03-04,0.1,5.0,-3.1,1.3920249869859451
1994-03-05,0.1,13.0,-1.0,1.1334096824570536
1994-03-06,5.3,4.2,0.8,1.1783862571577306
1994-03-07,0.0,5.4,-0.2,1.1469026548672565
1994-03-08,0.2,7.6,0.8,1.1221655387818847
1994-03-09,0.0,12.9,3.1,1.3875273295158772
1994-03-10,0.0,13.0,2.3,1.826048932847475
1994-03-11,0.0,12.6,2.5,1.9564809994794377
1994-03-12,1.1,8.4,1.8,1.882269651223321
1994-03-13,0.0,4.8,-0.7,1.8215512753774077
1994-03-14,0.0,8.2,-0.7,1.704612181155648
1994-03-15,0.0,7.8,-1.7,1.8215512753774077
1994-03-16,0.0,6.9,0.2,1.778823529411765
1994-03-17,1.5,2.5,-4.5,1.621405517959396
1994-03-18,0.0,4.3,-4.7,1.4100156168662157
1994-03-19,0.1,4.5,-2.2,1.2840812077043207
1994-03-20,0.9,3.8,-0.1,1.1851327433628318
1994-03-21,1.3,7.1,-1.4,1.155897969807392
1994-03-22,0.0,8.6,-1.0,1.2053722019781365
1994-03-23,0.0,10.1,1.5,1.3020718375845912
1994-03-24,0.0,15.0,6.3,1.6911192087454452
1994-03-25,13.2,14.6,3.2,2.4961998958875586
1994-03-26,7.8,2.7,-0.5,3.8904737116085375
1994-03-27,0.0,6.1,-7.0,2.6086413326392504
1994-03-28,0.0,9.2,-1.8,2.0531806350858934
1994-03-29,0.0,11.0,3.0,1.8845184799583554
1994-03-30,0.0,14.8,1.7,2.152129099427382
1994-03-31,0.0,10.4,4.5,2.2713170223841748
1994-04-01,11.2,10.2,-0.1,2.383758459135867
1994-04-02,6.8,0.0,-6.1,2.33878188443519
1994-04-03,1.2,-1.0,-7.4,1.8912649661634566
1994-04-04,13.0,4.0,-9.2,1.7720770432066633
1994-04-05,1.4,0.0,-6.7,1.8350442477876105
1994-04-06,4.6,-1.2,-7.4,1.6169078604893288
1994-04-07,8.8,2.2,-9.2,1.5112129099427383
1994-04-08,0.8,0.3,-4.8,1.4954711087975012
1994-04-09,5.4,0.6,-8.0,1.4145132743362834
1994-04-10,5.5,0.1,-7.2,1.3380530973451328
1994-04-11,4.8,-1.9,-7.1,1.2525976054138472
1994-04-12,11.8,-0.4,-4.5,1.212118688183238
1994-04-13,6.6,1.3,-2.7,1.2436022904737116
1994-04-14,26.9,-0.1,-5.0,1.2413534617386779
1994-04-15,1.8,-0.2,-4.4,1.2908276939094225
1994-04-16,0.1,3.2,-4.5,1.2795835502342534
1994-04-17,2.7,3.9,-0.4,1.365039042165539
1994-04-18,0.5,1.0,-1.0,1.5337011972930767
1994-04-19,0.9,2.6,-2.9,1.5381988547631442
1994-04-20,0.9,5.4,0.1,1.8755231650182198
1994-04-21,1.4,3.3,0.8,2.1971056741280575
1994-04-22,0.0,9.7,-0.3,2.383758459135867
1994-04-23,0.0,11.1,1.3,2.7885476314419573
1994-04-24,0.0,11.0,2.3,3.1483602290473716
1994-04-25,17.0,4.4,1.4,3.260801665799063
1994-04-26,0.0,8.6,-0.6,3.260801665799063
1994-04-27,0.1,10.2,0.2,2.900989068193649
1994-04-28,0.0,13.1,2.2,3.1483602290473716
1994-04-29,0.0,15.5,3.0,4.070380010411244
1994-04-30,0.0,17.0,4.6,5.014888079125456
1994-05-01,1.3,15.5,5.5,6.274232170744404
1994-05-02,0.0,14.0,2.4,6.364185320145758
1994-05-03,0.0,16.5,2.5,5.599583550234254
1994-05-04,8.2,10.5,5.5,5.5096304008329
1994-05-05,2.9,1.7,-0.2,5.622071837584592
1994-05-06,0.5,8.2,0.2,4.092868297761583
1994-05-07,1.7,15.6,3.0,4.250286309213951
1994-05-08,14.2,11.8,5.6,5.77948984903696
1994-05-09,6.4,5.1,2.9,6.723997917751172
1994-05-10,0.0,10.1,3.5,5.77948984903696
1994-05-11,0.0,13.2,2.0,5.4871421134825615
1994-05-12,1.8,6.9,5.5,5.172306090577824
1994-05-13,0.0,14.1,3.8,5.2847475273295155
1994-05-14,0.0,16.0,6.7,6.274232170744404
1994-05-15,0.0,15.5,4.7,6.566579906298802
1994-05-16,0.5,17.0,5.4,6.476626756897449
1994-05-17,15.1,13.3,6.5,6.521603331598126
1994-05-18,50.2,6.3,3.4,9.175221238938052
1994-05-19,11.1,5.8,2.4,11.96376887038001
1994-05-20,5.6,9.0,3.2,8.11827173347215
1994-05-21,7.4,13.2,2.0,6.589068193649141
1994-05-22,0.0,15.0,6.7,7.9158771473191045
1994-05-23,5.3,15.5,8.1,8.365642894325873
1994-05-24,17.8,14.4,7.0,9.984799583550235
1994-05-25,0.0,14.3,6.0,12.278604893284747
1994-05-26,21.4,11.3,6.2,10.097241020301926
1994-05-27,1.1,10.7,2.5,9.467568974492453
1994-05-28,20.2,13.8,2.7,7.578552837064031
1994-05-29,8.6,11.5,4.9,11.581467985424258
1994-05-30,16.8,11.2,6.4,12.098698594482041
1994-05-31,0.0,16.6,4.9,12.323581467985425
1994-06-01,0.0,22.0,12.2,10.524518479958354
1994-06-02,16.7,21.0,14.0,12.166163456533058
1994-06-03,3.2,13.9,6.5,12.79583550234253
1994-06-04,14.2,9.8,3.6,9.62498698594482
1994-06-05,6.9,3.0,-5.0,8.41061946902655
1994-06-06,2.3,9.1,-2.0,6.589068193649141
1994-06-07,0.2,17.2,6.0,7.488599687662675
1994-06-08,22.5,19.0,6.9,7.98334200937012
1994-06-09,9.8,4.2,1.4,12.346069755335762
1994-06-10,3.6,7.9,-1.5,7.893388859968766
1994-06-11,2.9,2.3,0.2,6.409161894846434
1994-06-12,0.1,7.0,1.3,5.419677251431546
1994-06-13,0.0,10.0,2.0,4.969911504424779
1994-06-14,0.0,13.3,3.8,5.014888079125456
1994-06-15,0.0,17.3,4.6,5.554606975533576
1994-06-16,0.0,16.3,4.8,6.184279021343051
1994-06-17,0.0,16.5,4.5,6.566579906298802
1994-06-18,2.2,21.1,6.3,6.768974492451848
1994-06-19,5.8,18.3,8.8,8.747943779281623
1994-06-20,4.0,10.2,6.8,8.41061946902655
1994-06-21,0.0,15.8,8.0,7.646017699115045
1994-06-22,0.0,20.0,6.6,7.893388859968766
1994-06-23,0.0,21.4,8.1,9.310150963040083
1994-06-24,17.0,23.8,10.3,11.514003123373245
1994-06-25,0.5,22.1,9.8,15.80926600728787
1994-06-26,12.1,20.4,12.5,15.112129099427381
1994-06-27,0.0,19.9,9.3,17.226028110359188
1994-06-28,2.9,21.5,9.3,13.695366996356064
1994-06-29,2.9,20.6,10.0,12.548464341488808
1994-06-30,0.0,22.0,9.2,12.503487766788131
1994-07-01,0.0,23.5,11.2,12.79583550234253
1994-07-02,0.0,24.2,11.3,12.953253513794898
1994-07-03,0.0,25.1,11.3,13.605413846954711
1994-07-04,20.1,25.3,11.4,14.100156168662155
1994-07-05,10.4,18.8,11.2,14.3025507548152
1994-07-06,14.9,18.8,11.0,14.99968766267569
1994-07-07,0.9,10.0,8.6,14.122644456012495
1994-07-08,0.5,12.6,7.0,9.827381572097865
1994-07-09,0.0,15.1,8.5,9.040291514836023
1994-07-10,0.0,18.8,6.5,9.107756376887039
1994-07-11,0.0,21.3,7.1,9.040291514836023
1994-07-12,0.0,21.8,9.6,9.759916710046852
1994-07-13,1.3,20.9,11.5,10.681936491410724
1994-07-14,18.4,21.9,10.2,12.008745445080688
1994-07-15,0.0,18.1,9.1,13.470484122852682
1994-07-16,0.0,22.8,9.0,10.794377928162415
1994-07-17,1.5,24.5,13.8,12.458511192087455
1994-07-18,27.4,18.7,11.8,15.13461738677772
1994-07-19,29.2,15.0,10.0,15.854242581988549
1994-07-20,4.8,11.9,7.6,17.405934409161894
1994-07-21,0.0,18.5,8.9,13.447995835502343
1994-07-22,1.1,22.6,9.4,12.93076522644456
1994-07-23,2.9,20.6,12.2,12.975741801145237
1994-07-24,1.3,21.6,10.4,11.626444560124936
1994-07-25,0.9,21.1,10.3,11.514003123373245
